rho,logF,log2n,n,m,delta,eta,feasible,t,achieved_bits,floor_bits,proof_size_bits,proof_size_kb,mca_bound,list_bound,note
1/4,31.0,20,1048576,1,0.21067769491525423,0.28932230508474577,False,,8.844136502132534,8.844136502132534,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 8.84 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.210678). No finite t helps.
1/4,31.0,20,1048576,1,0.2232200508474576,0.2767799491525424,False,,8.794301437877024,8.794301437877024,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 8.79 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.223220). No finite t helps.
1/4,31.0,20,1048576,1,0.235762406779661,0.264237593220339,False,,8.741640018839282,8.741640018839282,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 8.74 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.235762). No finite t helps.
1/4,31.0,20,1048576,1,0.24830476271186439,0.2516952372881356,False,,8.685866484733209,8.685866484733209,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 8.69 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.248305). No finite t helps.
1/4,31.0,20,1048576,1,0.2608471186440678,0.2391528813559322,False,,8.626650886412799,8.626650886412799,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 8.63 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.260847). No finite t helps.
1/4,31.0,20,1048576,1,0.27338947457627116,0.22661052542372884,False,,8.563609541200197,8.563609541200197,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 8.56 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.273389). No finite t helps.
1/4,31.0,20,1048576,1,0.2859318305084746,0.2140681694915254,False,,8.496292766980641,8.496292766980641,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 8.50 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.285932). No finite t helps.
1/4,31.0,20,1048576,1,0.29847418644067797,0.20152581355932203,False,,8.424168907718272,8.424168907718272,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 8.42 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.298474). No finite t helps.
1/4,31.0,20,1048576,1,0.31101654237288134,0.18898345762711866,False,,8.346603218069076,8.346603218069076,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 8.35 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.311017). No finite t helps.
1/4,31.0,20,1048576,1,0.3235588983050847,0.17644110169491528,False,,8.262829484733052,8.262829484733052,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 8.26 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.323559). No finite t helps.
1/4,31.0,20,1048576,1,0.33610125423728815,0.16389874576271185,False,,8.17191116397282,8.17191116397282,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 8.17 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.336101). No finite t helps.
1/4,31.0,20,1048576,1,0.34864361016949147,0.15135638983050853,False,,8.072687014853175,8.072687014853175,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 8.07 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.348644). No finite t helps.
1/4,31.0,20,1048576,1,0.3611859661016949,0.1388140338983051,False,,7.963693157782259,7.963693157782259,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 7.96 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.361186). No finite t helps.
1/4,31.0,20,1048576,1,0.37372832203389833,0.12627167796610167,False,,7.843048117416481,7.843048117416481,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 7.84 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.373728). No finite t helps.
1/4,31.0,20,1048576,1,0.3862706779661017,0.1137293220338983,False,,-0.0,-0.0,,,bordage-chiesa-johnson,interleave-listsize,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.386271). No finite t helps.
1/4,31.0,20,1048576,1,0.3988130338983051,0.10118696610169492,False,,-0.0,-0.0,,,bordage-chiesa-johnson,interleave-listsize,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.398813). No finite t helps.
1/4,31.0,20,1048576,1,0.41135538983050846,0.08864461016949154,False,,-0.0,-0.0,,,bordage-chiesa-johnson,interleave-listsize,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.411355). No finite t helps.
1/4,31.0,20,1048576,1,0.4238977457627119,0.07610225423728811,False,,-0.0,-0.0,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.423898). No finite t helps.
1/4,31.0,20,1048576,1,0.4364401016949152,0.0635598983050848,False,,-0.0,-0.0,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.436440). No finite t helps.
1/4,31.0,20,1048576,1,0.44898245762711864,0.051017542372881364,False,,-0.0,-0.0,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.448982). No finite t helps.
1/4,31.0,20,1048576,1,0.461524813559322,0.03847518644067799,False,,-0.0,-0.0,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.461525). No finite t helps.
1/4,31.0,20,1048576,1,0.47406716949152544,0.025932830508474558,False,,-0.0,-0.0,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.474067). No finite t helps.
1/4,31.0,20,1048576,1,0.48660952542372876,0.013390474576271238,False,,-0.0,-0.0,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.486610). No finite t helps.
1/4,31.0,20,1048576,1,0.4991518813559322,0.0008481186440678079,False,,-0.0,-0.0,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.499152). No finite t helps.
1/4,31.0,20,1048576,1,0.5116942372881356,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.511694). No finite t helps.
1/4,31.0,20,1048576,1,0.5242365932203389,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.524237). No finite t helps.
1/4,31.0,20,1048576,1,0.5367789491525423,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.536779). No finite t helps.
1/4,31.0,20,1048576,1,0.5493213050847457,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.549321). No finite t helps.
1/4,31.0,20,1048576,1,0.5618636610169492,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.561864). No finite t helps.
1/4,31.0,20,1048576,1,0.5744060169491525,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.574406). No finite t helps.
1/4,31.0,20,1048576,1,0.5869483728813559,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.586948). No finite t helps.
1/4,31.0,20,1048576,1,0.5994907288135594,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.599491). No finite t helps.
1/4,31.0,20,1048576,1,0.6120330847457627,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.612033). No finite t helps.
1/4,31.0,20,1048576,1,0.6245754406779661,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.624575). No finite t helps.
1/4,31.0,20,1048576,1,0.6371177966101694,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.637118). No finite t helps.
1/4,31.0,20,1048576,1,0.6496601525423729,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.649660). No finite t helps.
1/4,31.0,20,1048576,1,0.6622025084745763,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.662203). No finite t helps.
1/4,31.0,20,1048576,1,0.6747448644067796,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.674745). No finite t helps.
1/4,31.0,20,1048576,1,0.6872872203389829,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.687287). No finite t helps.
1/4,31.0,20,1048576,1,0.6998295762711865,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.699830). No finite t helps.
1/4,31.0,20,1048576,1,0.7123719322033898,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.712372). No finite t helps.
1/4,31.0,20,1048576,1,0.7249142881355931,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.724914). No finite t helps.
1/4,31.0,20,1048576,1,0.7374566440677967,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.737457). No finite t helps.
1/4,31.0,20,1048576,1,0.749999,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.749999). No finite t helps.
1/4,31.0,24,16777216,1,0.01,0.49,False,,5.395541323653047,5.395541323653047,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 5.40 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.010000). No finite t helps.
1/4,31.0,24,16777216,1,0.02254235593220339,0.4774576440677966,False,,5.370327888810345,5.370327888810345,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 5.37 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.022542). No finite t helps.
1/4,31.0,24,16777216,1,0.03508471186440678,0.46491528813559324,False,,5.344222532774155,5.344222532774155,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 5.34 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.035085). No finite t helps.
1/4,31.0,24,16777216,1,0.04762706779661017,0.4523729322033898,False,,5.317172565095657,5.317172565095657,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 5.32 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.047627). No finite t helps.
1/4,31.0,24,16777216,1,0.06016942372881356,0.43983057627118644,False,,5.289120745622893,5.289120745622893,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 5.29 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.060169). No finite t helps.
1/4,31.0,24,16777216,1,0.07271177966101694,0.42728822033898306,False,,5.260004754099749,5.260004754099749,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 5.26 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.072712). No finite t helps.
1/4,31.0,24,16777216,1,0.08525413559322033,0.4147458644067797,False,,5.22975658055658,5.22975658055658,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 5.23 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.085254). No finite t helps.
1/4,31.0,24,16777216,1,0.09779649152542372,0.4022035084745763,False,,5.198301821882978,5.198301821882978,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 5.20 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.097796). No finite t helps.
1/4,31.0,24,16777216,1,0.1103388474576271,0.3896611525423729,False,,5.165558866731075,5.165558866731075,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 5.17 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.110339). No finite t helps.
1/4,31.0,24,16777216,1,0.1228812033898305,0.3771187966101695,False,,5.131437946806291,5.131437946806291,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 5.13 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.122881). No finite t helps.
1/4,31.0,24,16777216,1,0.1354235593220339,0.36457644067796613,False,,5.09584002740334,5.09584002740334,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 5.10 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.135424). No finite t helps.
1/4,31.0,24,16777216,1,0.1479659152542373,0.3520340847457627,False,,5.058655503388849,5.058655503388849,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 5.06 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.147966). No finite t helps.
1/4,31.0,24,16777216,1,0.16050827118644068,0.3394917288135593,False,,5.0197626582420405,5.0197626582420405,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 5.02 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.160508). No finite t helps.
1/4,31.0,24,16777216,1,0.17305062711864408,0.32694937288135595,False,,4.979025832586157,4.979025832586157,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 4.98 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.173051). No finite t helps.
1/4,31.0,24,16777216,1,0.18559298305084745,0.3144070169491525,False,,4.936293233962923,4.936293233962923,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 4.94 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.185593). No finite t helps.
1/4,31.0,24,16777216,1,0.19813533898305086,0.30186466101694914,False,,4.891394300136584,4.891394300136584,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 4.89 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.198135). No finite t helps.
1/4,31.0,24,16777216,1,0.21067769491525423,0.28932230508474577,False,,4.8441365021325336,4.8441365021325336,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 4.84 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.210678). No finite t helps.
1/4,31.0,24,16777216,1,0.2232200508474576,0.2767799491525424,False,,4.7943014378770235,4.7943014378770235,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 4.79 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.223220). No finite t helps.
1/4,31.0,24,16777216,1,0.235762406779661,0.264237593220339,False,,4.7416400188392815,4.7416400188392815,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 4.74 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.235762). No finite t helps.
1/4,31.0,24,16777216,1,0.24830476271186439,0.2516952372881356,False,,4.685866484733208,4.685866484733208,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 4.69 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.248305). No finite t helps.
1/4,31.0,24,16777216,1,0.2608471186440678,0.2391528813559322,False,,4.626650886412799,4.626650886412799,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 4.63 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.260847). No finite t helps.
1/4,31.0,24,16777216,1,0.27338947457627116,0.22661052542372884,False,,4.563609541200198,4.563609541200198,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 4.56 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.273389). No finite t helps.
1/4,31.0,24,16777216,1,0.2859318305084746,0.2140681694915254,False,,4.49629276698064,4.49629276698064,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 4.50 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.285932). No finite t helps.
1/4,31.0,24,16777216,1,0.29847418644067797,0.20152581355932203,False,,4.424168907718272,4.424168907718272,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 4.42 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.298474). No finite t helps.
1/4,31.0,24,16777216,1,0.31101654237288134,0.18898345762711866,False,,4.346603218069076,4.346603218069076,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 4.35 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.311017). No finite t helps.
1/4,31.0,24,16777216,1,0.3235588983050847,0.17644110169491528,False,,4.262829484733052,4.262829484733052,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 4.26 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.323559). No finite t helps.
1/4,31.0,24,16777216,1,0.33610125423728815,0.16389874576271185,False,,4.171911163972821,4.171911163972821,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 4.17 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.336101). No finite t helps.
1/4,31.0,24,16777216,1,0.34864361016949147,0.15135638983050853,False,,4.072687014853174,4.072687014853174,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 4.07 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.348644). No finite t helps.
1/4,31.0,24,16777216,1,0.3611859661016949,0.1388140338983051,False,,3.9636931577822594,3.9636931577822594,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 3.96 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.361186). No finite t helps.
1/4,31.0,24,16777216,1,0.37372832203389833,0.12627167796610167,False,,3.8430481174164806,3.8430481174164806,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 3.84 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.373728). No finite t helps.
1/4,31.0,24,16777216,1,0.3862706779661017,0.1137293220338983,False,,-0.0,-0.0,,,bordage-chiesa-johnson,interleave-listsize,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.386271). No finite t helps.
1/4,31.0,24,16777216,1,0.3988130338983051,0.10118696610169492,False,,-0.0,-0.0,,,bordage-chiesa-johnson,interleave-listsize,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.398813). No finite t helps.
1/4,31.0,24,16777216,1,0.41135538983050846,0.08864461016949154,False,,-0.0,-0.0,,,bordage-chiesa-johnson,interleave-listsize,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.411355). No finite t helps.
1/4,31.0,24,16777216,1,0.4238977457627119,0.07610225423728811,False,,-0.0,-0.0,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.423898). No finite t helps.
1/4,31.0,24,16777216,1,0.4364401016949152,0.0635598983050848,False,,-0.0,-0.0,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.436440). No finite t helps.
1/4,31.0,24,16777216,1,0.44898245762711864,0.051017542372881364,False,,-0.0,-0.0,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.448982). No finite t helps.
1/4,31.0,24,16777216,1,0.461524813559322,0.03847518644067799,False,,-0.0,-0.0,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.461525). No finite t helps.
1/4,31.0,24,16777216,1,0.47406716949152544,0.025932830508474558,False,,-0.0,-0.0,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.474067). No finite t helps.
1/4,31.0,24,16777216,1,0.48660952542372876,0.013390474576271238,False,,-0.0,-0.0,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.486610). No finite t helps.
1/4,31.0,24,16777216,1,0.4991518813559322,0.0008481186440678079,False,,-0.0,-0.0,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.499152). No finite t helps.
1/4,31.0,24,16777216,1,0.5116942372881356,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.511694). No finite t helps.
1/4,31.0,24,16777216,1,0.5242365932203389,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.524237). No finite t helps.
1/4,31.0,24,16777216,1,0.5367789491525423,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.536779). No finite t helps.
1/4,31.0,24,16777216,1,0.5493213050847457,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.549321). No finite t helps.
1/4,31.0,24,16777216,1,0.5618636610169492,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.561864). No finite t helps.
1/4,31.0,24,16777216,1,0.5744060169491525,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.574406). No finite t helps.
1/4,31.0,24,16777216,1,0.5869483728813559,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.586948). No finite t helps.
1/4,31.0,24,16777216,1,0.5994907288135594,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.599491). No finite t helps.
1/4,31.0,24,16777216,1,0.6120330847457627,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.612033). No finite t helps.
1/4,31.0,24,16777216,1,0.6245754406779661,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.624575). No finite t helps.
1/4,31.0,24,16777216,1,0.6371177966101694,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.637118). No finite t helps.
1/4,31.0,24,16777216,1,0.6496601525423729,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.649660). No finite t helps.
1/4,31.0,24,16777216,1,0.6622025084745763,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.662203). No finite t helps.
1/4,31.0,24,16777216,1,0.6747448644067796,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.674745). No finite t helps.
1/4,31.0,24,16777216,1,0.6872872203389829,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.687287). No finite t helps.
1/4,31.0,24,16777216,1,0.6998295762711865,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.699830). No finite t helps.
1/4,31.0,24,16777216,1,0.7123719322033898,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.712372). No finite t helps.
1/4,31.0,24,16777216,1,0.7249142881355931,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.724914). No finite t helps.
1/4,31.0,24,16777216,1,0.7374566440677967,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.737457). No finite t helps.
1/4,31.0,24,16777216,1,0.749999,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.749999). No finite t helps.
1/4,64.0,20,1048576,1,0.01,0.49,False,,42.39554132365305,42.39554132365305,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 42.40 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.010000). No finite t helps.
1/4,64.0,20,1048576,1,0.02254235593220339,0.4774576440677966,False,,42.370327888810344,42.370327888810344,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 42.37 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.022542). No finite t helps.
1/4,64.0,20,1048576,1,0.03508471186440678,0.46491528813559324,False,,42.344222532774154,42.344222532774154,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 42.34 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.035085). No finite t helps.
1/4,64.0,20,1048576,1,0.04762706779661017,0.4523729322033898,False,,42.31717256509565,42.31717256509565,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 42.32 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.047627). No finite t helps.
1/4,64.0,20,1048576,1,0.06016942372881356,0.43983057627118644,False,,42.289120745622895,42.289120745622895,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 42.29 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.060169). No finite t helps.
1/4,64.0,20,1048576,1,0.07271177966101694,0.42728822033898306,False,,42.26000475409975,42.26000475409975,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 42.26 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.072712). No finite t helps.
1/4,64.0,20,1048576,1,0.08525413559322033,0.4147458644067797,False,,42.22975658055658,42.22975658055658,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 42.23 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.085254). No finite t helps.
1/4,64.0,20,1048576,1,0.09779649152542372,0.4022035084745763,False,,42.19830182188298,42.19830182188298,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 42.20 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.097796). No finite t helps.
1/4,64.0,20,1048576,1,0.1103388474576271,0.3896611525423729,False,,42.165558866731075,42.165558866731075,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 42.17 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.110339). No finite t helps.
