field,q,n,k,rho,domain,has_open_band,J,r_E,cap,UD,e,delta,delta_minus_J,delta_minus_rE,delta_minus_cap,max_list,max_family,johnson_const_bound,elias_volume_exp,elias_volume_pred
GF(31),31,30,4,0.1333,random_domain,True,0.6349,0.7536,0.8667,0.45,20,0.666667,0.031815,-0.086924,-0.2,3,kambire,,-0.02101,0.1148
GF(31),31,30,4,0.1333,random_domain,True,0.6349,0.7536,0.8667,0.45,21,0.7,0.065148,-0.05359,-0.166667,3,kambire,,0.00454,1.5959
GF(31),31,30,4,0.1333,random_domain,True,0.6349,0.7536,0.8667,0.45,22,0.733333,0.098482,-0.020257,-0.133333,30,kambire,,0.02854,18.9183
GF(31),31,30,4,0.1333,random_domain,True,0.6349,0.7536,0.8667,0.45,23,0.766667,0.131815,0.013076,-0.1,60,kambire,,0.05088,189.0584
GF(31),31,30,4,0.1333,random_domain,True,0.6349,0.7536,0.8667,0.45,24,0.8,0.165148,0.04641,-0.066667,630,deephole,,0.07141,1567.3515
GF(31),31,30,4,0.1333,random_domain,True,0.6349,0.7536,0.8667,0.45,25,0.833333,0.198482,0.079743,-0.033333,4596,deephole,,0.08992,10541.799
GF(31),31,30,4,0.1333,random_domain,True,0.6349,0.7536,0.8667,0.45,26,0.866667,0.231815,0.113076,0.0,27405,deephole,,0.10607,55697.9501
GF(31),31,30,4,0.1333,random_domain,True,0.6349,0.7536,0.8667,0.45,27,0.9,0.265148,0.14641,0.033333,72438,nearcw,,0.11941,219949.0461
GF(31),31,30,4,0.1333,random_domain,True,0.6349,0.7536,0.8667,0.45,28,0.933333,0.298482,0.179743,0.066667,248530,deephole,,0.12908,595859.4963
GF(37),37,9,4,0.4444,smooth,False,0.3333,0.3687,0.5556,0.3333,2,0.222222,-0.111111,-0.14646,-0.333333,0,,10.125,-0.18832,0.0022
GF(37),37,9,4,0.4444,smooth,False,0.3333,0.3687,0.5556,0.3333,3,0.333333,-0.0,-0.035349,-0.222222,3,deephole,,-0.04848,0.2069
GF(37),37,9,4,0.4444,smooth,False,0.3333,0.3687,0.5556,0.3333,4,0.444444,0.111111,0.075762,-0.111111,8,random,,0.07576,11.7299
GF(37),37,9,4,0.4444,smooth,False,0.3333,0.3687,0.5556,0.3333,5,0.555556,0.222222,0.186873,0.0,126,deephole,,0.18603,422.2761
GF(37),37,9,4,0.4444,smooth,False,0.3333,0.3687,0.5556,0.3333,6,0.666667,0.333333,0.297984,0.111111,2808,deephole,,0.28233,9654.2314
GF(37),37,9,4,0.4444,smooth,False,0.3333,0.3687,0.5556,0.3333,7,0.777778,0.444444,0.409096,0.222222,43446,deephole,,0.36302,132906.187
GF(37),37,9,4,0.4444,random_domain,False,0.3333,0.3687,0.5556,0.3333,2,0.222222,-0.111111,-0.14646,-0.333333,0,,10.125,-0.18832,0.0022
GF(37),37,9,4,0.4444,random_domain,False,0.3333,0.3687,0.5556,0.3333,3,0.333333,-0.0,-0.035349,-0.222222,1,kambire,,-0.04848,0.2069
GF(37),37,9,4,0.4444,random_domain,False,0.3333,0.3687,0.5556,0.3333,4,0.444444,0.111111,0.075762,-0.111111,7,random,,0.07576,11.7299
GF(37),37,9,4,0.4444,random_domain,False,0.3333,0.3687,0.5556,0.3333,5,0.555556,0.222222,0.186873,0.0,126,deephole,,0.18603,422.2761
GF(37),37,9,4,0.4444,random_domain,False,0.3333,0.3687,0.5556,0.3333,6,0.666667,0.333333,0.297984,0.111111,2786,nearcw,,0.28233,9654.2314
GF(37),37,9,4,0.4444,random_domain,False,0.3333,0.3687,0.5556,0.3333,7,0.777778,0.444444,0.409096,0.222222,43446,deephole,,0.36302,132906.187
GF(41),41,8,4,0.5,smooth,False,0.2929,0.3167,0.5,0.3125,1,0.125,-0.167893,-0.191672,-0.375,1,kambire,5.956,-0.27437,0.0003
GF(41),41,8,4,0.5,smooth,False,0.2929,0.3167,0.5,0.3125,2,0.25,-0.042893,-0.066672,-0.25,1,kambire,23.314,-0.10024,0.0509
GF(41),41,8,4,0.5,smooth,False,0.2929,0.3167,0.5,0.3125,3,0.375,0.082107,0.058328,-0.125,3,nearcw,,0.05065,4.5035
GF(41),41,8,4,0.5,smooth,False,0.2929,0.3167,0.5,0.3125,4,0.5,0.207107,0.183328,0.0,70,deephole,,0.18333,231.9234
GF(41),41,8,4,0.5,smooth,False,0.2929,0.3167,0.5,0.3125,5,0.625,0.332107,0.308328,0.125,2241,kambire,,0.29899,7205.6081
GF(41),41,8,4,0.5,smooth,False,0.2929,0.3167,0.5,0.3125,6,0.75,0.457107,0.433328,0.25,42686,deephole,,0.39644,130309.7535
GF(41),41,8,4,0.5,random_domain,False,0.2929,0.3167,0.5,0.3125,1,0.125,-0.167893,-0.191672,-0.375,0,,5.956,-0.27437,0.0003
GF(41),41,8,4,0.5,random_domain,False,0.2929,0.3167,0.5,0.3125,2,0.25,-0.042893,-0.066672,-0.25,1,nearcw,23.314,-0.10024,0.0509
GF(41),41,8,4,0.5,random_domain,False,0.2929,0.3167,0.5,0.3125,3,0.375,0.082107,0.058328,-0.125,4,deephole,,0.05065,4.5035
GF(41),41,8,4,0.5,random_domain,False,0.2929,0.3167,0.5,0.3125,4,0.5,0.207107,0.183328,0.0,70,deephole,,0.18333,231.9234
GF(41),41,8,4,0.5,random_domain,False,0.2929,0.3167,0.5,0.3125,5,0.625,0.332107,0.308328,0.125,2124,nearcw,,0.29899,7205.6081
GF(41),41,8,4,0.5,random_domain,False,0.2929,0.3167,0.5,0.3125,6,0.75,0.457107,0.433328,0.25,42686,deephole,,0.39644,130309.7535
GF(109),109,27,3,0.1111,smooth,True,0.6667,0.8148,0.8889,0.463,11,0.407407,-0.259259,-0.407343,-0.481481,1,nearcw,17.357,-0.33821,0.0
GF(109),109,27,3,0.1111,smooth,True,0.6667,0.8148,0.8889,0.463,12,0.444444,-0.222222,-0.370306,-0.444444,1,nearcw,20.25,-0.29889,0.0
GF(109),109,27,3,0.1111,smooth,True,0.6667,0.8148,0.8889,0.463,13,0.481481,-0.185185,-0.333269,-0.407407,1,nearcw,24.3,-0.26075,0.0
GF(109),109,27,3,0.1111,smooth,True,0.6667,0.8148,0.8889,0.463,14,0.518519,-0.148148,-0.296232,-0.37037,2,maxcluster,30.375,-0.22379,0.0
GF(109),109,27,3,0.1111,smooth,True,0.6667,0.8148,0.8889,0.463,15,0.555556,-0.111111,-0.259195,-0.333333,2,maxcluster,40.5,-0.18799,0.0
GF(109),109,27,3,0.1111,smooth,True,0.6667,0.8148,0.8889,0.463,16,0.592593,-0.074074,-0.222158,-0.296296,2,maxcluster,60.75,-0.15339,0.0
GF(109),109,27,3,0.1111,smooth,True,0.6667,0.8148,0.8889,0.463,17,0.62963,-0.037037,-0.185121,-0.259259,2,maxcluster,121.5,-0.11999,0.0
GF(109),109,27,3,0.1111,smooth,True,0.6667,0.8148,0.8889,0.463,18,0.666667,-0.0,-0.148084,-0.222222,3,kambire,,-0.08785,0.0
GF(109),109,27,3,0.1111,smooth,True,0.6667,0.8148,0.8889,0.463,19,0.703704,0.037037,-0.111047,-0.185185,3,kambire,,-0.05703,0.0007
GF(109),109,27,3,0.1111,smooth,True,0.6667,0.8148,0.8889,0.463,20,0.740741,0.074074,-0.07401,-0.148148,3,kambire,,-0.02762,0.0303
GF(109),109,27,3,0.1111,smooth,True,0.6667,0.8148,0.8889,0.463,21,0.777778,0.111111,-0.036973,-0.111111,3,kambire,,0.00027,1.0351
GF(109),109,27,3,0.1111,smooth,True,0.6667,0.8148,0.8889,0.463,22,0.814815,0.148148,6.4e-05,-0.074074,12,random,,0.02646,28.5601
GF(109),109,27,3,0.1111,smooth,True,0.6667,0.8148,0.8889,0.463,23,0.851852,0.185185,0.037101,-0.037037,189,deephole,,0.05071,615.6755
GF(109),109,27,3,0.1111,smooth,True,0.6667,0.8148,0.8889,0.463,24,0.888889,0.222222,0.074138,0.0,2925,deephole,,0.07261,9870.1158
GF(109),109,27,3,0.1111,smooth,True,0.6667,0.8148,0.8889,0.463,25,0.925926,0.259259,0.111175,0.037037,34352,nearcw,,0.0915,108048.6539
GF(109),109,27,3,0.1111,smooth,True,0.6667,0.8148,0.8889,0.463,26,0.962963,0.296296,0.148212,0.074074,285453,deephole,,0.10595,673435.9198
GF(109),109,27,3,0.1111,random_domain,True,0.6667,0.8148,0.8889,0.463,11,0.407407,-0.259259,-0.407343,-0.481481,1,nearcw,17.357,-0.33821,0.0
GF(109),109,27,3,0.1111,random_domain,True,0.6667,0.8148,0.8889,0.463,12,0.444444,-0.222222,-0.370306,-0.444444,1,nearcw,20.25,-0.29889,0.0
GF(109),109,27,3,0.1111,random_domain,True,0.6667,0.8148,0.8889,0.463,13,0.481481,-0.185185,-0.333269,-0.407407,2,maxcluster,24.3,-0.26075,0.0
GF(109),109,27,3,0.1111,random_domain,True,0.6667,0.8148,0.8889,0.463,14,0.518519,-0.148148,-0.296232,-0.37037,2,maxcluster,30.375,-0.22379,0.0
GF(109),109,27,3,0.1111,random_domain,True,0.6667,0.8148,0.8889,0.463,15,0.555556,-0.111111,-0.259195,-0.333333,2,maxcluster,40.5,-0.18799,0.0
GF(109),109,27,3,0.1111,random_domain,True,0.6667,0.8148,0.8889,0.463,16,0.592593,-0.074074,-0.222158,-0.296296,2,maxcluster,60.75,-0.15339,0.0
GF(109),109,27,3,0.1111,random_domain,True,0.6667,0.8148,0.8889,0.463,17,0.62963,-0.037037,-0.185121,-0.259259,2,maxcluster,121.5,-0.11999,0.0
GF(109),109,27,3,0.1111,random_domain,True,0.6667,0.8148,0.8889,0.463,18,0.666667,-0.0,-0.148084,-0.222222,2,maxcluster,,-0.08785,0.0
GF(109),109,27,3,0.1111,random_domain,True,0.6667,0.8148,0.8889,0.463,19,0.703704,0.037037,-0.111047,-0.185185,2,maxcluster,,-0.05703,0.0007
GF(109),109,27,3,0.1111,random_domain,True,0.6667,0.8148,0.8889,0.463,20,0.740741,0.074074,-0.07401,-0.148148,2,maxcluster,,-0.02762,0.0303
GF(109),109,27,3,0.1111,random_domain,True,0.6667,0.8148,0.8889,0.463,21,0.777778,0.111111,-0.036973,-0.111111,2,nearcw,,0.00027,1.0351
GF(109),109,27,3,0.1111,random_domain,True,0.6667,0.8148,0.8889,0.463,22,0.814815,0.148148,6.4e-05,-0.074074,11,random,,0.02646,28.5601
GF(109),109,27,3,0.1111,random_domain,True,0.6667,0.8148,0.8889,0.463,23,0.851852,0.185185,0.037101,-0.037037,157,deephole,,0.05071,615.6755
GF(109),109,27,3,0.1111,random_domain,True,0.6667,0.8148,0.8889,0.463,24,0.888889,0.222222,0.074138,0.0,2925,deephole,,0.07261,9870.1158
GF(109),109,27,3,0.1111,random_domain,True,0.6667,0.8148,0.8889,0.463,25,0.925926,0.259259,0.111175,0.037037,34368,nearcw,,0.0915,108048.6539
GF(109),109,27,3,0.1111,random_domain,True,0.6667,0.8148,0.8889,0.463,26,0.962963,0.296296,0.148212,0.074074,285453,deephole,,0.10595,673435.9198
GF(37),37,18,4,0.2222,smooth,True,0.5286,0.6328,0.7778,0.4167,6,0.333333,-0.195262,-0.299435,-0.444444,1,nearcw,11.523,-0.2707,0.0
GF(37),37,18,4,0.2222,smooth,True,0.5286,0.6328,0.7778,0.4167,7,0.388889,-0.139707,-0.243879,-0.388889,1,nearcw,16.105,-0.20678,0.0
GF(37),37,18,4,0.2222,smooth,True,0.5286,0.6328,0.7778,0.4167,8,0.444444,-0.084151,-0.188324,-0.333333,1,nearcw,26.738,-0.14646,0.0001
GF(37),37,18,4,0.2222,smooth,True,0.5286,0.6328,0.7778,0.4167,9,0.5,-0.028595,-0.132768,-0.277778,2,kambire,78.684,-0.08961,0.003
GF(37),37,18,4,0.2222,smooth,True,0.5286,0.6328,0.7778,0.4167,10,0.555556,0.02696,-0.077213,-0.222222,2,kambire,,-0.03619,0.0951
GF(37),37,18,4,0.2222,smooth,True,0.5286,0.6328,0.7778,0.4167,11,0.611111,0.082516,-0.021657,-0.166667,4,random,,0.01376,2.4457
GF(37),37,18,4,0.2222,smooth,True,0.5286,0.6328,0.7778,0.4167,12,0.666667,0.138071,0.033898,-0.111111,21,kambire,,0.06011,49.7312
GF(37),37,18,4,0.2222,smooth,True,0.5286,0.6328,0.7778,0.4167,13,0.722222,0.193627,0.089454,-0.055556,234,deephole,,0.10259,786.8643
GF(37),37,18,4,0.2222,smooth,True,0.5286,0.6328,0.7778,0.4167,14,0.777778,0.249182,0.14501,0.0,3060,deephole,,0.14079,9425.0465
GF(37),37,18,4,0.2222,smooth,True,0.5286,0.6328,0.7778,0.4167,15,0.833333,0.304738,0.200565,0.055556,23553,nearcw,,0.17401,81636.7706
GF(37),37,18,4,0.2222,smooth,True,0.5286,0.6328,0.7778,0.4167,16,0.888889,0.360293,0.256121,0.111111,158253,deephole,,0.20097,470913.622
GF(37),37,18,4,0.2222,random_domain,True,0.5286,0.6328,0.7778,0.4167,6,0.333333,-0.195262,-0.299435,-0.444444,1,nearcw,11.523,-0.2707,0.0
GF(37),37,18,4,0.2222,random_domain,True,0.5286,0.6328,0.7778,0.4167,7,0.388889,-0.139707,-0.243879,-0.388889,1,nearcw,16.105,-0.20678,0.0
GF(37),37,18,4,0.2222,random_domain,True,0.5286,0.6328,0.7778,0.4167,8,0.444444,-0.084151,-0.188324,-0.333333,1,nearcw,26.738,-0.14646,0.0001
GF(37),37,18,4,0.2222,random_domain,True,0.5286,0.6328,0.7778,0.4167,9,0.5,-0.028595,-0.132768,-0.277778,2,maxcluster,78.684,-0.08961,0.003
GF(37),37,18,4,0.2222,random_domain,True,0.5286,0.6328,0.7778,0.4167,10,0.555556,0.02696,-0.077213,-0.222222,2,maxcluster,,-0.03619,0.0951
GF(37),37,18,4,0.2222,random_domain,True,0.5286,0.6328,0.7778,0.4167,11,0.611111,0.082516,-0.021657,-0.166667,3,kambire,,0.01376,2.4457
GF(37),37,18,4,0.2222,random_domain,True,0.5286,0.6328,0.7778,0.4167,12,0.666667,0.138071,0.033898,-0.111111,19,random,,0.06011,49.7312
GF(37),37,18,4,0.2222,random_domain,True,0.5286,0.6328,0.7778,0.4167,13,0.722222,0.193627,0.089454,-0.055556,232,deephole,,0.10259,786.8643
GF(37),37,18,4,0.2222,random_domain,True,0.5286,0.6328,0.7778,0.4167,14,0.777778,0.249182,0.14501,0.0,3060,deephole,,0.14079,9425.0465
GF(37),37,18,4,0.2222,random_domain,True,0.5286,0.6328,0.7778,0.4167,15,0.833333,0.304738,0.200565,0.055556,23502,nearcw,,0.17401,81636.7706
GF(37),37,18,4,0.2222,random_domain,True,0.5286,0.6328,0.7778,0.4167,16,0.888889,0.360293,0.256121,0.111111,158253,deephole,,0.20097,470913.622
GF(127),127,21,3,0.1429,smooth,True,0.622,0.7727,0.8571,0.4524,8,0.380952,-0.241083,-0.391762,-0.47619,1,nearcw,14.518,-0.33963,0.0
GF(127),127,21,3,0.1429,smooth,True,0.622,0.7727,0.8571,0.4524,9,0.428571,-0.193464,-0.344143,-0.428571,1,nearcw,18.091,-0.2883,0.0
GF(127),127,21,3,0.1429,smooth,True,0.622,0.7727,0.8571,0.4524,10,0.47619,-0.145845,-0.296524,-0.380952,1,nearcw,23.998,-0.23888,0.0
GF(127),127,21,3,0.1429,smooth,True,0.622,0.7727,0.8571,0.4524,11,0.52381,-0.098226,-0.248905,-0.333333,2,maxcluster,35.632,-0.19133,0.0
GF(127),127,21,3,0.1429,smooth,True,0.622,0.7727,0.8571,0.4524,12,0.571429,-0.050607,-0.201286,-0.285714,2,maxcluster,69.16,-0.14567,0.0
GF(127),127,21,3,0.1429,smooth,True,0.622,0.7727,0.8571,0.4524,13,0.619048,-0.002988,-0.153667,-0.238095,2,maxcluster,1171.388,-0.10192,0.0
GF(127),127,21,3,0.1429,smooth,True,0.622,0.7727,0.8571,0.4524,14,0.666667,0.044631,-0.106048,-0.190476,3,kambire,,-0.06017,0.0022
GF(127),127,21,3,0.1429,smooth,True,0.622,0.7727,0.8571,0.4524,15,0.714286,0.09225,-0.058429,-0.142857,3,kambire,,-0.02052,0.124
GF(127),127,21,3,0.1429,smooth,True,0.622,0.7727,0.8571,0.4524,16,0.761905,0.139869,-0.01081,-0.095238,4,nearcw,,0.01682,5.5373
GF(127),127,21,3,0.1429,smooth,True,0.622,0.7727,0.8571,0.4524,17,0.809524,0.187488,0.036809,-0.047619,63,deephole,,0.05157,189.9179
GF(127),127,21,3,0.1429,smooth,True,0.622,0.7727,0.8571,0.4524,18,0.857143,0.235107,0.084428,-0.0,1330,deephole,,0.08326,4770.2283
GF(127),127,21,3,0.1429,smooth,True,0.622,0.7727,0.8571,0.4524,19,0.904762,0.282726,0.132047,0.047619,24882,nearcw,,0.11106,80686.3668
GF(127),127,21,3,0.1429,smooth,True,0.622,0.7727,0.8571,0.4524,20,0.952381,0.330345,0.179667,0.095238,313369,deephole,,0.1332,767271.7376
GF(127),127,21,3,0.1429,random_domain,True,0.622,0.7727,0.8571,0.4524,8,0.380952,-0.241083,-0.391762,-0.47619,1,nearcw,14.518,-0.33963,0.0
GF(127),127,21,3,0.1429,random_domain,True,0.622,0.7727,0.8571,0.4524,9,0.428571,-0.193464,-0.344143,-0.428571,1,nearcw,18.091,-0.2883,0.0
GF(127),127,21,3,0.1429,random_domain,True,0.622,0.7727,0.8571,0.4524,10,0.47619,-0.145845,-0.296524,-0.380952,1,nearcw,23.998,-0.23888,0.0
GF(127),127,21,3,0.1429,random_domain,True,0.622,0.7727,0.8571,0.4524,11,0.52381,-0.098226,-0.248905,-0.333333,2,maxcluster,35.632,-0.19133,0.0
GF(127),127,21,3,0.1429,random_domain,True,0.622,0.7727,0.8571,0.4524,12,0.571429,-0.050607,-0.201286,-0.285714,2,maxcluster,69.16,-0.14567,0.0
GF(127),127,21,3,0.1429,random_domain,True,0.622,0.7727,0.8571,0.4524,13,0.619048,-0.002988,-0.153667,-0.238095,2,maxcluster,1171.388,-0.10192,0.0
GF(127),127,21,3,0.1429,random_domain,True,0.622,0.7727,0.8571,0.4524,14,0.666667,0.044631,-0.106048,-0.190476,2,maxcluster,,-0.06017,0.0022
GF(127),127,21,3,0.1429,random_domain,True,0.622,0.7727,0.8571,0.4524,15,0.714286,0.09225,-0.058429,-0.142857,2,nearcw,,-0.02052,0.124
GF(127),127,21,3,0.1429,random_domain,True,0.622,0.7727,0.8571,0.4524,16,0.761905,0.139869,-0.01081,-0.095238,4,nearcw,,0.01682,5.5373
GF(127),127,21,3,0.1429,random_domain,True,0.622,0.7727,0.8571,0.4524,17,0.809524,0.187488,0.036809,-0.047619,55,random,,0.05157,189.9179
GF(127),127,21,3,0.1429,random_domain,True,0.622,0.7727,0.8571,0.4524,18,0.857143,0.235107,0.084428,-0.0,1330,deephole,,0.08326,4770.2283
GF(127),127,21,3,0.1429,random_domain,True,0.622,0.7727,0.8571,0.4524,19,0.904762,0.282726,0.132047,0.047619,24879,nearcw,,0.11106,80686.3668
GF(127),127,21,3,0.1429,random_domain,True,0.622,0.7727,0.8571,0.4524,20,0.952381,0.330345,0.179667,0.095238,313369,deephole,,0.1332,767271.7376
GF(37),37,36,4,0.1111,smooth,True,0.6667,0.7931,0.8889,0.4583,15,0.416667,-0.25,-0.37646,-0.472222,1,nearcw,18.0,-0.28729,0.0
GF(37),37,36,4,0.1111,smooth,True,0.6667,0.7931,0.8889,0.4583,16,0.444444,-0.222222,-0.348683,-0.444444,1,nearcw,20.25,-0.25757,0.0
GF(37),37,36,4,0.1111,smooth,True,0.6667,0.7931,0.8889,0.4583,17,0.472222,-0.194444,-0.320905,-0.416667,2,maxcluster,23.143,-0.22872,0.0
GF(37),37,36,4,0.1111,smooth,True,0.6667,0.7931,0.8889,0.4583,18,0.5,-0.166667,-0.293127,-0.388889,2,kambire,27.0,-0.20072,0.0
GF(37),37,36,4,0.1111,smooth,True,0.6667,0.7931,0.8889,0.4583,19,0.527778,-0.138889,-0.265349,-0.361111,2,kambire,32.4,-0.17358,0.0
GF(37),37,36,4,0.1111,smooth,True,0.6667,0.7931,0.8889,0.4583,20,0.555556,-0.111111,-0.237572,-0.333333,2,kambire,40.5,-0.1473,0.0
GF(37),37,36,4,0.1111,smooth,True,0.6667,0.7931,0.8889,0.4583,21,0.583333,-0.083333,-0.209794,-0.305556,2,kambire,54.0,-0.12189,0.0
GF(37),37,36,4,0.1111,smooth,True,0.6667,0.7931,0.8889,0.4583,22,0.611111,-0.055556,-0.182016,-0.277778,2,kambire,81.0,-0.09735,0.0
GF(37),37,36,4,0.1111,smooth,True,0.6667,0.7931,0.8889,0.4583,23,0.638889,-0.027778,-0.154238,-0.25,2,kambire,162.0,-0.07372,0.0001
GF(37),37,36,4,0.1111,smooth,True,0.6667,0.7931,0.8889,0.4583,24,0.666667,-0.0,-0.12646,-0.222222,3,kambire,,-0.05101,0.0013
GF(37),37,36,4,0.1111,smooth,True,0.6667,0.7931,0.8889,0.4583,25,0.694444,0.027778,-0.098683,-0.194444,3,kambire,,-0.02926,0.0223
GF(37),37,36,4,0.1111,smooth,True,0.6667,0.7931,0.8889,0.4583,26,0.722222,0.055556,-0.070905,-0.166667,3,kambire,,-0.00852,0.3304
GF(37),37,36,4,0.1111,smooth,True,0.6667,0.7931,0.8889,0.4583,27,0.75,0.083333,-0.043127,-0.138889,7,kambire,,0.01115,4.2619
GF(37),37,36,4,0.1111,smooth,True,0.6667,0.7931,0.8889,0.4583,28,0.777778,0.111111,-0.015349,-0.111111,36,kambire,,0.02968,47.398
GF(37),37,36,4,0.1111,smooth,True,0.6667,0.7931,0.8889,0.4583,29,0.805556,0.138889,0.012428,-0.083333,112,kambire,,0.04697,448.7239
GF(37),37,36,4,0.1111,smooth,True,0.6667,0.7931,0.8889,0.4583,30,0.833333,0.166667,0.040206,-0.055556,1416,deephole,,0.0629,3556.0244
GF(37),37,36,4,0.1111,smooth,True,0.6667,0.7931,0.8889,0.4583,31,0.861111,0.194444,0.067984,-0.027778,10188,deephole,,0.07728,23054.1891
GF(37),37,36,4,0.1111,smooth,True,0.6667,0.7931,0.8889,0.4583,32,0.888889,0.222222,0.095762,0.0,58905,deephole,,0.08986,118324.7541
GF(37),37,36,4,0.1111,smooth,True,0.6667,0.7931,0.8889,0.4583,33,0.916667,0.25,0.12354,0.027778,150312,nearcw,,0.10026,457186.7156
GF(37),37,36,4,0.1111,smooth,True,0.6667,0.7931,0.8889,0.4583,34,0.944444,0.277778,0.151317,0.055556,510825,deephole,,0.10781,1220047.4254
GF(37),37,36,4,0.1111,random_domain,True,0.6667,0.7931,0.8889,0.4583,15,0.416667,-0.25,-0.37646,-0.472222,1,nearcw,18.0,-0.28729,0.0
GF(37),37,36,4,0.1111,random_domain,True,0.6667,0.7931,0.8889,0.4583,16,0.444444,-0.222222,-0.348683,-0.444444,1,nearcw,20.25,-0.25757,0.0
GF(37),37,36,4,0.1111,random_domain,True,0.6667,0.7931,0.8889,0.4583,17,0.472222,-0.194444,-0.320905,-0.416667,1,nearcw,23.143,-0.22872,0.0
GF(37),37,36,4,0.1111,random_domain,True,0.6667,0.7931,0.8889,0.4583,18,0.5,-0.166667,-0.293127,-0.388889,2,kambire,27.0,-0.20072,0.0
GF(37),37,36,4,0.1111,random_domain,True,0.6667,0.7931,0.8889,0.4583,19,0.527778,-0.138889,-0.265349,-0.361111,2,kambire,32.4,-0.17358,0.0
GF(37),37,36,4,0.1111,random_domain,True,0.6667,0.7931,0.8889,0.4583,20,0.555556,-0.111111,-0.237572,-0.333333,2,kambire,40.5,-0.1473,0.0
GF(37),37,36,4,0.1111,random_domain,True,0.6667,0.7931,0.8889,0.4583,21,0.583333,-0.083333,-0.209794,-0.305556,2,kambire,54.0,-0.12189,0.0
GF(37),37,36,4,0.1111,random_domain,True,0.6667,0.7931,0.8889,0.4583,22,0.611111,-0.055556,-0.182016,-0.277778,2,kambire,81.0,-0.09735,0.0
GF(37),37,36,4,0.1111,random_domain,True,0.6667,0.7931,0.8889,0.4583,23,0.638889,-0.027778,-0.154238,-0.25,2,kambire,162.0,-0.07372,0.0001
GF(37),37,36,4,0.1111,random_domain,True,0.6667,0.7931,0.8889,0.4583,24,0.666667,-0.0,-0.12646,-0.222222,3,kambire,,-0.05101,0.0013
GF(37),37,36,4,0.1111,random_domain,True,0.6667,0.7931,0.8889,0.4583,25,0.694444,0.027778,-0.098683,-0.194444,3,kambire,,-0.02926,0.0223
GF(37),37,36,4,0.1111,random_domain,True,0.6667,0.7931,0.8889,0.4583,26,0.722222,0.055556,-0.070905,-0.166667,3,kambire,,-0.00852,0.3304
GF(37),37,36,4,0.1111,random_domain,True,0.6667,0.7931,0.8889,0.4583,27,0.75,0.083333,-0.043127,-0.138889,7,kambire,,0.01115,4.2619
GF(37),37,36,4,0.1111,random_domain,True,0.6667,0.7931,0.8889,0.4583,28,0.777778,0.111111,-0.015349,-0.111111,36,kambire,,0.02968,47.398
GF(37),37,36,4,0.1111,random_domain,True,0.6667,0.7931,0.8889,0.4583,29,0.805556,0.138889,0.012428,-0.083333,112,kambire,,0.04697,448.7239
GF(37),37,36,4,0.1111,random_domain,True,0.6667,0.7931,0.8889,0.4583,30,0.833333,0.166667,0.040206,-0.055556,1416,deephole,,0.0629,3556.0244
GF(37),37,36,4,0.1111,random_domain,True,0.6667,0.7931,0.8889,0.4583,31,0.861111,0.194444,0.067984,-0.027778,10188,deephole,,0.07728,23054.1891
GF(37),37,36,4,0.1111,random_domain,True,0.6667,0.7931,0.8889,0.4583,32,0.888889,0.222222,0.095762,0.0,58905,deephole,,0.08986,118324.7541
GF(37),37,36,4,0.1111,random_domain,True,0.6667,0.7931,0.8889,0.4583,33,0.916667,0.25,0.12354,0.027778,150321,nearcw,,0.10026,457186.7156
GF(37),37,36,4,0.1111,random_domain,True,0.6667,0.7931,0.8889,0.4583,34,0.944444,0.277778,0.151317,0.055556,510825,deephole,,0.10781,1220047.4254
